group_label,in_pjm,dc_group,year,month,year_month,weighted_price_cents_kwh,cust,index_jan_2023_100
by_in_pjm_x_dc,1,zero_dc,2024,6,2024-06,17.761235809333627,5449968.0,114.65340550566079
by_in_pjm_x_dc,1,zero_dc,2024,7,2024-07,17.552363833592267,5412760.0,113.30508247281992
by_in_pjm_x_dc,1,zero_dc,2024,8,2024-08,17.635636984066245,5418736.0,113.8426323590733
by_in_pjm_x_dc,1,zero_dc,2024,9,2024-09,18.473033244997872,5432190.0,119.24824343840281
by_in_pjm_x_dc,1,zero_dc,2024,10,2024-10,18.602180951207725,5431376.0,120.08192553626803
by_in_pjm_x_dc,1,zero_dc,2024,11,2024-11,18.047531877110874,5428535.0,116.50152122834554
by_in_pjm_x_dc,1,zero_dc,2024,12,2024-12,17.565555653125752,5436098.0,113.39023910553212
by_in_pjm_x_dc,1,zero_dc,2025,1,2025-01,17.440594564227474,5456554.0,112.58358271339333
by_in_pjm_x_dc,1,zero_dc,2025,2,2025-02,17.950181862111158,5470661.0,115.87310151332328
by_in_pjm_x_dc,1,zero_dc,2025,3,2025-03,18.389041699588372,5486326.0,118.70605612563588
by_in_pjm_x_dc,1,zero_dc,2025,4,2025-04,18.91896586483632,5496232.0,122.126854703936
by_in_pjm_x_dc,1,zero_dc,2025,5,2025-05,18.793843547041103,5502784.0,121.31915753725325
by_in_pjm_x_dc,1,zero_dc,2025,6,2025-06,19.67648344448284,5525180.0,127.01682808018262
by_in_pjm_x_dc,1,zero_dc,2025,7,2025-07,19.481262816249515,5543160.0,125.7566280528769
by_in_pjm_x_dc,1,zero_dc,2025,8,2025-08,19.859440833483696,5558110.0,128.1978657025956
by_in_pjm_x_dc,1,zero_dc,2025,9,2025-09,20.228433509662086,5563256.0,130.57980958221393
by_in_pjm_x_dc,1,zero_dc,2025,10,2025-10,20.45363665238752,5588794.0,132.03355455363533
by_in_pjm_x_dc,1,zero_dc,2025,11,2025-11,19.663399161675652,5593873.0,126.93236562506138
by_in_pjm_x_dc,1,zero_dc,2025,12,2025-12,19.687469910663342,5609511.0,127.08774858231374
by_in_pjm_x_dc,1,zero_dc,2026,1,2026-01,20.13287949730055,5612103.0,129.962983532237
by_in_pjm_x_dc,1,zero_dc,2026,2,2026-02,19.94691942925505,5617669.0,128.76256283413014
by_in_pjm_x_dc,1,zero_dc,2026,3,2026-03,20.543021449242957,5631852.0,132.6105567098998
