spec,sample,outcome,treatment,coefficient,std_error,p_value,n_obs,lasso_alpha_outcome,lasso_alpha_treatment,n_candidate_controls,n_selected_controls,selected_controls
lasso_double_selection_BCH2014,historical_annual_2010_2024_polygon_assigned,log_residential_price,cum_dc_per_100k_customers,9.500047880947104e-05,0.0001366390052026353,0.48688850646970294,9136,6.430590668501082e-05,0.4356903764130932,7,7,log_residential_sales; commercial_customers; industrial_sales_mwh; residential_customers; log_industrial_sales_mwh; log_commercial_customers; log_residential_customers
