state,utility_number,year,utility_name,ownership,residential_revenue_thousand_dollars,residential_sales_mwh,residential_customers,commercial_revenue_thousand_dollars,commercial_sales_mwh,commercial_customers,industrial_revenue_thousand_dollars,industrial_sales_mwh,industrial_customers,residential_price_cents_kwh,commercial_price_cents_kwh,industrial_price_cents_kwh,avg_monthly_bill_dollars,utility_name_norm,unit_id,state_year,log_residential_price,log_avg_monthly_bill,log_residential_sales,log_commercial_price,log_industrial_price,new_dc_count,cum_dc_count,cum_dc_per_100k_customers,single_state_service_area,n_service_area_features,service_area_states_sampled,hifld_area
AZ,803,2010,Arizona Public Service Co,Investor Owned,1504037.0,13035500.0,996422.0,1270274.0,12503880.0,121740.0,170264.0,2170083.0,3777.0,11.538007748072571,10.15903863440788,7.8459671819004155,125.78648069459193,ARIZONA PUBLIC SERVICE CO,AZ_803,AZ_2010,2.445646607360956,4.834585871834723,16.383186962880288,2.318363815075686,2.059999664997631,0,0,0.0,0,1,"AZ,CA,NV",131603947877.60547
AZ,803,2011,Arizona Public Service Co,Investor Owned,1543136.0,13290230.0,994244.0,1286842.0,12731496.0,122248.0,171428.0,2188600.0,3744.0,11.6110556401206,10.107547455538612,7.832769807182674,129.33914277246498,ARIZONA PUBLIC SERVICE CO,AZ_803,AZ_2011,2.451957716651353,4.862437968290166,16.402539736784973,2.3132824176034994,2.0583161903856384,0,0,0.0,0,1,"AZ,CA,NV",131603947877.60547
AZ,803,2013,Arizona Public Service Co,Investor Owned,1672833.0,13290096.0,1019292.0,1375031.0,12594486.0,124469.0,181069.0,2203023.0,3701.0,12.587064833843186,10.917722247656632,8.219115279323002,136.76429325453356,ARIZONA PUBLIC SERVICE CO,AZ_803,AZ_2013,2.532669686153589,4.918258956897064,16.402529654139638,2.390387363180374,2.106462573022861,0,0,0.0,0,1,"AZ,CA,NV",131603947877.60547
AZ,803,2014,Arizona Public Service Co,Investor Owned,1639834.0,12837752.0,1033728.0,1370781.0,12477518.0,125623.0,187965.0,2269263.0,3728.0,12.773529197323644,10.986006992736858,8.283085741934716,132.19418776828462,ARIZONA PUBLIC SERVICE CO,AZ_803,AZ_2014,2.547374998136689,4.884271961006937,16.367900763016547,2.396622371433685,2.114215573118112,0,0,0.0,0,1,"AZ,CA,NV",131603947877.60547
AZ,803,2015,Arizona Public Service Co,Investor Owned,1701968.0,13159754.0,1046989.0,1397635.0,12515204.0,126761.0,186410.0,2275533.0,3744.0,12.933129297097803,11.16749675035261,8.19192690240045,135.46528823766695,ARIZONA PUBLIC SERVICE CO,AZ_803,AZ_2015,2.559792181839083,4.908715432133469,16.39267379067761,2.413007483252611,2.103149145210521,0,0,0.0,0,1,"AZ,CA,NV",131603947877.60547
AZ,803,2016,Arizona Public Service Co,Investor Owned,1729901.0,13195346.0,1061814.0,1415053.0,12558968.0,127852.0,190275.0,2267688.0,3845.0,13.109932850567162,11.26727132356735,8.390704541365478,135.76616683022326,ARIZONA PUBLIC SERVICE CO,AZ_803,AZ_2016,2.5733701757615117,4.91093404439507,16.39537474962958,2.42190218015305,2.127124490894559,0,0,0.0,0,1,"AZ,CA,NV",131603947877.60547
AZ,803,2017,Arizona Public Service Co,Investor Owned,1792453.0,13207135.0,1080665.0,1423610.0,12526675.0,129904.0,190954.0,2284201.0,4058.0,13.571853395910619,11.36462788409534,8.359772191676651,138.22145006392668,ARIZONA PUBLIC SERVICE CO,AZ_803,AZ_2017,2.6079980449118754,4.928857109593073,16.396267771825748,2.430505714497929,2.1234311769258842,0,0,0.0,0,1,"AZ,CA,NV",131603947877.60547
AZ,803,2018,Arizona Public Service Co,Investor Owned,1867369.0,13190481.0,1100816.0,1441632.0,12528637.0,130907.0,187260.0,2224269.0,3728.0,14.15694393555474,11.506694622886751,8.41894573003535,141.36248322456552,ARIZONA PUBLIC SERVICE CO,AZ_803,AZ_2018,2.650205241212016,4.951327394527816,16.39500599104906,2.4429290071113807,2.130484610205204,0,0,0.0,0,1,"AZ,CA,NV",131603947877.60547
AZ,803,2019,Arizona Public Service Co,Investor Owned,1793584.0,13189233.0,1123829.0,1360481.0,12440039.0,132829.0,179329.0,2215305.0,3728.0,13.598849910377655,10.936308157876354,8.095002719715795,132.9965086622016,ARIZONA PUBLIC SERVICE CO,AZ_803,AZ_2019,2.6099852237527426,4.890322877217061,16.39491137288899,2.3920882773235097,2.091246923104316,0,0,0.0,0,1,"AZ,CA,NV",131603947877.60547
AZ,803,2020,Arizona Public Service Co,Investor Owned,1953176.3,14747876.0,1150194.0,1317102.6,12347971.0,135278.0,168994.8,2248560.0,3231.0,13.243780324705742,10.666550804176655,7.515690041626641,141.51064226266757,ARIZONA PUBLIC SERVICE CO,AZ_803,AZ_2020,2.5835280327689527,4.95237492459201,16.506609630381107,2.3671127519641852,2.0169928408959708,0,0,0.0,0,1,"AZ,CA,NV",131603947877.60547
AZ,803,2021,Arizona Public Service Co,Investor Owned,1913324.2,14223711.0,1177343.0,1410728.3,12838695.0,136904.0,176211.4,2165830.0,3019.0,13.451652666452517,10.988097310513258,8.135975584417983,135.42670516012183,ARIZONA PUBLIC SERVICE CO,AZ_803,AZ_2021,2.599101973328538,4.908430572641522,16.470420918756634,2.396812624265278,2.096295657809846,0,0,0.0,0,1,"AZ,CA,NV",131603947877.60547
AZ,803,2022,Arizona Public Service Co,Investor Owned,2046110.7,14756798.0,1202975.0,1572024.0,13643827.0,138559.0,195593.0,2121332.0,2825.0,13.86554657724528,11.52186992696404,9.220291778938893,141.73962468047964,ARIZONA PUBLIC SERVICE CO,AZ_803,AZ_2022,2.62940709965715,4.953991745435043,16.507214415932843,2.4442469621442333,2.2214066833735053,0,0,0.0,0,1,"AZ,CA,NV",131603947877.60547
AZ,803,2023,Arizona Public Service Co,Investor Owned,2289196.4,14947956.0,1228022.0,1831339.4,14334300.0,140199.0,217076.3,2088056.0,2709.0,15.314444329378546,12.775924879484872,10.396095698582796,155.34442108257562,ARIZONA PUBLIC SERVICE CO,AZ_803,AZ_2023,2.7287964568565743,5.045644723270009,16.520085126045583,2.5475625310805277,2.341430322064193,0,0,0.0,0,1,"AZ,CA,NV",131603947877.60547
AZ,803,2024,Arizona Public Service Co,Investor Owned,2562822.5,15579131.0,1256120.0,2125533.6,16070942.0,141345.0,209390.6,2051331.0,2572.0,16.45035592806813,13.225942822766706,10.207548172381737,170.022403645087,ARIZONA PUBLIC SERVICE CO,AZ_803,AZ_2024,2.800347113941933,5.135930214514801,16.561442820214587,2.5821802661497273,2.3231274635128982,0,0,0.0,0,1,"AZ,CA,NV",131603947877.60547
AZ,7456,2010,Graham County Electric Coop Inc,Cooperative,10101.0,74173.0,7603.0,5289.0,39922.0,680.0,3724.0,32641.0,15.0,13.618162943389104,13.248334251790993,11.408964186146259,110.71287649611996,GRAHAM COUNTY ELECTRIC COOP INC,AZ_7456,AZ_2010,2.611404412284323,4.706940151794885,11.214155481532952,2.5838718276832435,2.434399378521415,0,0,0.0,1,1,AZ,10840374956.261719
AZ,7456,2011,Graham County Electric Coop Inc,Cooperative,10433.0,77362.0,7691.0,6496.0,49404.0,1169.0,3960.0,35248.0,15.0,13.485949174013081,13.148732896121771,11.234679981842941,113.0433840419538,GRAHAM COUNTY ELECTRIC COOP INC,AZ_7456,AZ_2011,2.601648341508987,4.727771674605052,11.256250982947074,2.5763253962717,2.4190054211944934,0,0,0.0,1,1,AZ,10840374956.261719
AZ,7456,2013,Graham County Electric Coop Inc,Cooperative,9994.0,78536.0,7854.0,2996.0,30458.0,839.0,5955.0,46685.0,468.0,12.725374350616278,9.83649615864469,12.755703116632752,106.03938545115015,GRAHAM COUNTY ELECTRIC COOP INC,AZ_7456,AZ_2013,2.5435979805198845,4.6638105859603325,11.271312397372357,2.286099566213565,2.545978474859466,0,0,0.0,1,1,AZ,10840374956.261719
AZ,7456,2014,Graham County Electric Coop Inc,Cooperative,9232.9,76755.0,7911.0,3402.7,30134.0,863.0,4964.8,46596.0,471.0,12.02905348185786,11.291896196986793,10.654991844793544,97.25803733198501,GRAHAM COUNTY ELECTRIC COOP INC,AZ_7456,AZ_2014,2.4873248470788543,4.5773676251708055,11.248373809907301,2.4240853177335806,2.3660285001625394,0,0,0.0,1,1,AZ,10840374956.261719
AZ,7456,2015,Graham County Electric Coop Inc,Cooperative,8929.2,76567.0,7889.0,3227.5,29295.0,872.0,4358.9,42691.0,466.0,11.661943134770855,11.017238436593276,10.210348785458294,94.321206743567,GRAHAM COUNTY ELECTRIC COOP INC,AZ_7456,AZ_2015,2.4563308166751328,4.546706050290263,11.245921453504174,2.39946117673,2.323401792754534,0,0,0.0,1,1,AZ,10840374956.261719
AZ,7456,2016,Graham County Electric Coop Inc,Cooperative,8695.4,72764.0,7655.0,2521.0,22056.0,823.0,4968.2,47242.0,484.0,11.9501401792095,11.42999637286906,10.516489564370687,94.65926409753973,GRAHAM COUNTY ELECTRIC COOP INC,AZ_7456,AZ_2016,2.480743008786501,4.550283750282868,11.194976606382106,2.4362411604723784,2.3529444600223886,0,0,0.0,1,1,AZ,10840374956.261719
AZ,7456,2017,Graham County Electric Coop Inc,Cooperative,8132.3,66433.0,6911.0,2039.5,17346.0,726.0,4852.6,45113.0,467.0,12.241355952613912,11.757753949037241,10.75654467670073,98.05985626778566,GRAHAM COUNTY ELECTRIC COOP INC,AZ_7456,AZ_2017,2.504820051390793,4.585578070464168,11.103949199958723,2.4645129335013034,2.3755143764607425,0,0,0.0,1,1,AZ,10840374956.261719
AZ,7456,2018,Graham County Electric Coop Inc,Cooperative,8621.0,64246.0,6505.0,2031.2,15587.0,699.0,5199.6,43353.0,449.0,13.418734240263984,13.031372297427344,11.993633658570342,110.44068665129389,GRAHAM COUNTY ELECTRIC COOP INC,AZ_7456,AZ_2018,2.596651808187924,4.7044786044574565,11.070474744010092,2.567359703889509,2.4843759805555155,0,0,0.0,1,1,AZ,10840374956.261719
AZ,7456,2019,Graham County Electric Coop Inc,Cooperative,8304.1,64807.0,6609.0,1912.9,15392.0,708.0,4725.2,41553.0,425.0,12.813584952242815,12.427884615384617,11.371501455971892,104.70696524940736,GRAHAM COUNTY ELECTRIC COOP INC,AZ_7456,AZ_2019,2.5505059325129853,4.651165641446055,11.079168901197477,2.5199427072412117,2.431110353219248,0,0,0.0,1,1,AZ,10840374956.261719
AZ,12351,2010,City of Mesa,Municipal,14032.0,125958.0,12097.0,17903.0,188523.0,2432.0,0.0,0.0,0.0,11.140221343622477,9.496454013568636,,96.66308451131135,CITY OF MESA,AZ_12351,AZ_2010,2.410562103567678,4.571231576846253,11.743703797032378,2.250918467197379,,0,0,0.0,1,1,AZ,4297705442.109375
AZ,12351,2011,City of Mesa - (AZ),Municipal,14285.0,128693.0,12926.0,17219.0,184274.0,2432.0,0.0,0.0,0.0,11.100059832314113,9.344237385632265,,92.09474444272526,CITY OF MESA,AZ_12351,AZ_2011,2.4069504986023293,4.52281787803617,11.765185002050636,2.2347598309036054,,0,0,0.0,1,1,AZ,4297705442.109375
AZ,12351,2013,City of Mesa - (AZ),Municipal,14267.8,137743.0,13433.0,15719.8,182933.0,2476.0,0.0,0.0,0.0,10.35827591964746,8.593200789360038,,88.51212188888063,CITY OF MESA,AZ_12351,AZ_2013,2.337785805960042,4.483139513130109,11.833144909027034,2.1509712846774365,,0,0,0.0,1,1,AZ,4297705442.109375
AZ,12351,2014,City of Mesa - (AZ),Municipal,13868.4,133950.0,13837.0,15340.2,177616.0,2504.0,0.0,0.0,0.0,10.353415453527436,8.63672191694442,,83.5224398352244,CITY OF MESA,AZ_12351,AZ_2014,2.3373164607847325,4.425115336294148,11.805221874972755,2.1560231030615666,,0,0,0.0,1,1,AZ,4297705442.109375
AZ,12351,2015,City of Mesa - (AZ),Municipal,15135.4,133737.0,13939.0,16517.9,173752.0,2489.0,0.0,0.0,0.0,11.317286913868264,9.506595607532576,,90.4859267761915,CITY OF MESA,AZ_12351,AZ_2015,2.4263313721293676,4.505194333378235,11.803630463772707,2.2519858321865764,,3,3,21.522347370686564,1,1,AZ,4297705442.109375
AZ,12351,2016,City of Mesa - (AZ),Municipal,15076.1,142574.0,14112.0,15357.6,179793.0,2544.0,0.0,0.0,0.0,10.574228120134105,8.541823096561044,,89.02647864701436,CITY OF MESA,AZ_12351,AZ_2016,2.3584197312645014,4.488933838371758,11.867616442147783,2.1449744623665,,13,16,113.37868480725623,1,1,AZ,4297705442.109375
AZ,12351,2017,City of Mesa - (AZ),Municipal,16196.8,141943.0,14163.0,16199.0,181942.0,2553.0,0.0,0.0,0.0,11.410777565642546,8.903386793593564,,95.29995998964438,CITY OF MESA,AZ_12351,AZ_2017,2.434558309285823,4.557029390824227,11.863180847546756,2.1864317429576605,,6,22,155.33432182447223,1,1,AZ,4297705442.109375
AZ,12351,2018,City of Mesa - (AZ),Municipal,15313.5,143903.0,14249.0,15151.6,182131.0,2568.0,0.0,0.0,0.0,10.641543261780505,8.319067045148822,,89.55891641518703,CITY OF MESA,AZ_12351,AZ_2018,2.3647655167961448,4.494896692675527,11.876894740469126,2.1185501145490946,,14,36,252.6493087234192,1,1,AZ,4297705442.109375
AZ,12351,2019,City of Mesa - (AZ),Municipal,15008.1,143702.0,14313.0,14108.3,173017.0,2559.0,0.0,0.0,0.0,10.443904747324323,8.154285417039944,,87.3803535247677,CITY OF MESA,AZ_12351,AZ_2019,2.34601853047016,4.470270469346734,11.875496989854746,2.0985436071006167,,1,37,258.5062530566618,1,1,AZ,4297705442.109375
AZ,12351,2020,City of Mesa - (AZ),Municipal,15828.3,157195.0,14447.0,13551.9,169191.0,2564.0,0.0,0.0,0.0,10.069213397372689,8.009823217547034,,91.30096213746799,CITY OF MESA,AZ_12351,AZ_2020,2.309482590211003,4.514161325743293,11.965242351855625,2.0806686906178697,,0,37,256.1085346438707,1,1,AZ,4297705442.109375
AZ,12351,2021,City of Mesa - (AZ),Municipal,18255.1,149683.0,14737.0,16896.5,170104.0,2762.0,0.0,0.0,0.0,12.195840543014237,9.933040963175468,,103.22713804256858,CITY OF MESA,AZ_12351,AZ_2021,2.5010949545090697,4.636931784006853,11.916275003505001,2.295866671172714,,2,39,264.64002171405303,1,1,AZ,4297705442.109375
AZ,12351,2022,City of Mesa - (AZ),Municipal,20366.4,151663.0,14760.0,19907.8,171961.0,2784.0,0.0,0.0,0.0,13.42872025477539,11.576927326544972,,114.98644986449864,CITY OF MESA,AZ_12351,AZ_2022,2.5973957159556993,4.7448142941558435,11.929416233148562,2.449014093804301,,1,40,271.00271002710025,1,1,AZ,4297705442.109375
AZ,12351,2023,City of Mesa - (AZ),Municipal,26930.3,154564.0,15020.0,24231.1,169075.0,2767.0,0.0,0.0,0.0,17.423397427602804,14.331568830400709,,149.4135596981802,CITY OF MESA,AZ_12351,AZ_2023,2.85781398269561,5.00671802961218,11.94836352902865,2.6624647145916636,,1,41,272.9693741677763,1,1,AZ,4297705442.109375
AZ,12351,2024,City of Mesa - (AZ),Municipal,26812.0,158340.0,15331.0,23503.2,167792.0,2770.0,0.0,0.0,0.0,16.93318176076797,14.007342423953466,,145.7395690648577,CITY OF MESA,AZ_12351,AZ_2024,2.829275114740515,4.981821255361531,11.972499898725426,2.639581650988599,,0,41,267.4320005218185,1,1,AZ,4297705442.109375
AZ,13314,2010,Navajo Tribal Utility Authority,State,14460.0,149526.0,26848.0,21252.0,185573.0,3298.0,14376.0,169498.0,3.0,9.670558966333614,11.452097018424016,8.481516006088567,44.88230035756853,NAVAJO TRIBAL UTILITY AUTHORITY,AZ_13314,AZ_2010,2.2690861119656107,3.8040435156399597,11.915225569735236,2.438172858945008,2.1378892081284873,0,0,0.0,0,1,"AZ,CO,NM,UT",114850299553.22656
AZ,13314,2011,Navajo Tribal Utility Authorit,State,15432.0,157919.0,28034.0,22909.0,197681.0,5827.0,15595.0,186480.0,3.0,9.772098354219569,11.588872982228946,8.362827112827112,45.87286865948491,NAVAJO TRIBAL UTILITY AUTHORIT,AZ_13314,AZ_2011,2.2795312182465595,3.8258738455566985,11.969837522327097,2.450045412091047,2.123796541320356,0,0,0.0,0,1,"AZ,CO,NM,UT",114850299553.22656
AZ,13314,2013,Navajo Tribal Utility Authority,State,15599.0,157452.0,28422.0,23033.0,193685.0,3342.0,15709.0,180993.0,3.0,9.907146304905622,11.891989570694685,8.679341189990772,45.736284099172,NAVAJO TRIBAL UTILITY AUTHORITY,AZ_13314,AZ_2013,2.2932563457132438,3.8228919456611985,11.966875928893716,2.4758650281336743,2.160945626021077,0,0,0.0,0,1,"AZ,CO,NM,UT",114850299553.22656
AZ,13314,2014,Navajo Tribal Utility Authority,State,16412.0,144595.0,26344.0,23525.0,191055.0,3208.0,15201.0,170073.0,3.0,11.350323316850513,12.313208238465362,8.937926655024608,51.915679724668486,NAVAJO TRIBAL UTILITY AUTHORITY,AZ_13314,AZ_2014,2.429246229587816,3.9496208587000132,11.881692009962352,2.510672526749702,2.190303644505853,0,0,0.0,0,1,"AZ,CO,NM,UT",114850299553.22656
AZ,13314,2015,Navajo Tribal Utility Authority,State,17547.0,142289.0,25600.0,25452.0,194680.0,3161.0,15904.0,166477.0,3.0,12.331944141852146,13.073762071091021,9.553271623107097,57.119140625,NAVAJO TRIBAL UTILITY AUTHORITY,AZ_13314,AZ_2015,2.5121929804849517,4.045139272837618,11.865615479614275,2.5706073263933837,2.2568836741619007,0,0,0.0,0,1,"AZ,CO,NM,UT",114850299553.22656
AZ,13314,2016,Navajo Tribal Utility Authority,State,16920.0,154623.0,26611.0,27834.0,223086.0,3304.0,13500.0,142373.0,3.0,10.94274461108632,12.47680266802937,9.482134955363728,52.98560745556349,NAVAJO TRIBAL UTILITY AUTHORITY,AZ_13314,AZ_2016,2.392676644056166,3.9700203192315247,11.94874517509214,2.5238711336453536,2.2494094971738035,0,0,0.0,0,1,"AZ,CO,NM,UT",114850299553.22656
AZ,13314,2017,Navajo Tribal Utility Authority,State,17411.0,147706.0,25839.0,26054.0,207100.0,3222.0,13998.0,135636.0,4.0,11.787605107443165,12.58039594398841,10.320268955144652,56.15219887250539,NAVAJO TRIBAL UTILITY AUTHORITY,AZ_13314,AZ_2017,2.467048564776081,4.028065841103452,11.90297909057861,2.532139724861925,2.3341098212588447,0,0,0.0,0,1,"AZ,CO,NM,UT",114850299553.22656
AZ,13314,2018,Navajo Tribal Utility Authority,State,18463.0,151634.0,25942.0,26929.0,205961.0,3360.0,14750.0,144138.0,3.0,12.176029122756109,13.074805424327906,10.233248692225505,59.30858581964896,NAVAJO TRIBAL UTILITY AUTHORITY,AZ_13314,AZ_2018,2.4994691929328385,4.082754081689261,11.929225001450996,2.570687128335698,2.325642094772807,0,0,0.0,0,1,"AZ,CO,NM,UT",114850299553.22656
AZ,13314,2019,Navajo Tribal Utility Authority,State,20387.0,153762.0,25693.0,28253.0,202705.0,3300.0,12078.0,112534.0,4.0,13.258802565003057,13.937988702794701,10.732756322533636,66.12371722518455,NAVAJO TRIBAL UTILITY AUTHORITY,AZ_13314,AZ_2019,2.584661676381626,4.19152749074923,11.943161231403604,2.634618112483261,2.37330040366704,0,0,0.0,0,1,"AZ,CO,NM,UT",114850299553.22656
AZ,13314,2020,Navajo Tribal Utility Authority,State,21701.0,159537.0,25810.0,27022.0,183925.0,3245.0,5568.0,75856.0,4.0,13.602487197327267,14.691858094331929,7.340223581522885,70.06651168797625,NAVAJO TRIBAL UTILITY AUTHORITY,AZ_13314,AZ_2020,2.61025265817752,4.24944495789755,11.980031149226644,2.6872934692075305,1.9933693028604473,0,0,0.0,0,1,"AZ,CO,NM,UT",114850299553.22656
AZ,13314,2021,Navajo Tribal Utility Authority,State,23575.0,166440.0,26708.0,29828.0,193851.0,3326.0,6898.0,73028.0,2.0,14.164263398221582,15.387075640569304,9.44569206331818,73.5578603165094,NAVAJO TRIBAL UTILITY AUTHORITY,AZ_13314,AZ_2021,2.650722130392872,4.298072311718036,12.022390163096878,2.7335279129382024,2.245558771251477,0,0,0.0,0,1,"AZ,CO,NM,UT",114850299553.22656
AZ,13314,2022,Navajo Tribal Utility Authority,State,26796.0,169895.0,27096.0,34826.0,207583.0,3364.0,8464.0,77769.0,2.0,15.772094528973778,16.776903696352782,10.883513996579614,82.41068792441689,NAVAJO TRIBAL UTILITY AUTHORITY,AZ_13314,AZ_2022,2.758242209465197,4.411715136324688,12.042935878151052,2.820003160553202,2.3872491669085534,0,0,0.0,0,1,"AZ,CO,NM,UT",114850299553.22656
AZ,13314,2023,Navajo Tribal Utility Authority,State,30397.0,163328.0,27267.0,41800.0,210429.0,3359.0,7372.0,75890.0,2.0,18.611015869905955,19.864182218230376,9.714059823428647,92.89923106074498,NAVAJO TRIBAL UTILITY AUTHORITY,AZ_13314,AZ_2023,2.9237536564779187,4.531515368721436,12.003515727824352,2.988918221453681,2.273574302379847,0,0,0.0,0,1,"AZ,CO,NM,UT",114850299553.22656
AZ,13314,2024,Navajo Tribal Utility Authority,State,26410.0,158835.0,27014.0,36048.0,206972.0,3330.0,6362.0,79935.0,2.0,16.627317656687758,17.416848655856832,7.958966660411585,81.47010192245996,NAVAJO TRIBAL UTILITY AUTHORITY,AZ_13314,AZ_2024,2.811046984746605,4.4002361053646055,11.975621206532665,2.857438051262324,2.0742991748981887,0,0,0.0,0,1,"AZ,CO,NM,UT",114850299553.22656
AZ,13318,2010,"Navopache Electric Coop, Inc",Cooperative,25830.9,239338.0,34891.0,12668.4,140818.0,3546.0,2048.0,26867.0,72.0,10.792644711663005,8.996293087531424,7.622734209252987,61.69427646097847,NAVOPACHE ELECTRIC COOP INC,AZ_13318,AZ_2010,2.3788648568971436,4.1221911626049055,12.385632057779398,2.1968126133275234,2.0311351254499543,0,0,0.0,0,1,"AZ,NM",41696761563.78125
AZ,13318,2011,"Navopache Electric Coop, Inc",Cooperative,27855.1,235972.0,34842.0,13773.1,140833.0,3560.0,2118.4,24183.0,72.0,11.80440899767769,9.779739123642896,8.759872637803415,66.62241930237452,NAVOPACHE ELECTRIC COOP INC,AZ_13318,AZ_2011,2.468473105555122,4.199041147062249,12.371468432901187,2.2803128092168143,2.1701813657790696,0,0,0.0,0,1,"AZ,NM",41696761563.78125
AZ,13318,2013,"Navopache Electric Coop, Inc",Cooperative,31879.0,227030.0,34975.0,16216.7,138240.0,3615.0,2481.6,24370.0,95.0,14.041756596044575,11.730830439814815,10.183011899876899,75.95663569216107,NAVOPACHE ELECTRIC COOP INC,AZ_13318,AZ_2013,2.64203550444999,4.330162594444024,12.33283744632167,2.462220456392596,2.320720831791114,0,0,0.0,0,1,"AZ,NM",41696761563.78125
AZ,13318,2014,"Navopache Electric Coop, Inc",Cooperative,30070.6,214380.0,34887.0,16100.6,135421.0,3566.0,3190.7,29663.0,146.0,14.026774885716952,11.889293388765406,10.756497994134106,71.82857033661058,NAVOPACHE ELECTRIC COOP INC,AZ_13318,AZ_2014,2.640967994968057,4.27428231245846,12.27550542024551,2.475638279901005,2.3755100365291635,0,0,0.0,0,1,"AZ,NM",41696761563.78125
AZ,13318,2015,"Navopache Electric Coop, Inc",Cooperative,32492.0,216688.0,35045.0,16747.0,132265.0,3443.0,3600.0,30645.0,154.0,14.994831278151073,12.661701886364495,11.747430249632894,77.26256717553622,NAVOPACHE ELECTRIC COOP INC,AZ_13318,AZ_2015,2.707705560263783,4.347209584430556,12.286213809895152,2.538581837883667,2.4636345145124605,0,0,0.0,0,1,"AZ,NM",41696761563.78125
AZ,13318,2016,"Navopache Electric Coop, Inc",Cooperative,29139.6,223404.0,35273.0,13828.0,130292.0,3499.0,3293.0,34637.0,154.0,13.043454906805607,10.613084456451663,9.50717440886913,68.84302440960508,NAVOPACHE ELECTRIC COOP INC,AZ_13318,AZ_2016,2.5682864682472117,4.231828904277243,12.316737070559897,2.3620876225781986,2.252046714519352,0,0,0.0,0,1,"AZ,NM",41696761563.78125
AZ,13318,2017,"Navopache Electric Coop, Inc",Cooperative,30151.0,222087.0,35613.0,13735.0,123290.0,3519.0,3189.0,33292.0,175.0,13.57621112446924,11.140400681320465,9.578877808482519,70.55241999644325,NAVOPACHE ELECTRIC COOP INC,AZ_13318,AZ_2017,2.6083190791125106,4.25635597957365,12.310824475976737,2.410578201654867,2.2595604461321632,0,0,0.0,0,1,"AZ,NM",41696761563.78125
AZ,13318,2018,"Navopache Electric Coop, Inc",Cooperative,30170.3,232773.0,36008.0,12891.2,119155.0,3571.0,4138.3,42724.0,184.0,12.961254097339468,10.818849397843145,9.686124894672783,69.82314115381767,NAVOPACHE ELECTRIC COOP INC,AZ_13318,AZ_2018,2.5619644530125476,4.245965489977673,12.357819008731848,2.3812899274535586,2.27069443824777,0,0,0.0,0,1,"AZ,NM",41696761563.78125
AZ,13318,2019,"Navopache Electric Coop, Inc",Cooperative,32672.0,248438.0,36542.0,12647.0,118309.0,3604.0,4307.0,47080.0,194.0,13.150967243336364,10.689803818813447,9.148258283772304,74.50787222009377,NAVOPACHE ELECTRIC COOP INC,AZ_13318,AZ_2019,2.5764953105451043,4.310904787186918,12.422948596407378,2.369290373026971,2.213563509667989,0,0,0.0,0,1,"AZ,NM",41696761563.78125
AZ,13318,2020,"Navopache Electric Coop, Inc",Cooperative,34665.1,264808.0,37163.0,12207.0,115281.0,3609.0,5016.0,55482.0,201.0,13.090654360895442,10.588908840138444,9.040769979452795,77.73210810035071,NAVOPACHE ELECTRIC COOP INC,AZ_13318,AZ_2020,2.571898568045601,4.353268403681657,12.486760314068995,2.3598071174905355,2.2017443454951544,0,0,0.0,0,1,"AZ,NM",41696761563.78125
AZ,13318,2021,"Navopache Electric Coop, Inc",Cooperative,37722.0,271994.0,37780.0,13805.0,120167.0,3675.0,5675.0,58396.0,198.0,13.868688279888527,11.488178950959915,9.718131378861566,83.20539968237163,NAVOPACHE ELECTRIC COOP INC,AZ_13318,AZ_2021,2.629633657387902,4.4213122457497525,12.513535286211306,2.4413185893920586,2.2739933550178244,0,0,0.0,0,1,"AZ,NM",41696761563.78125
AZ,13318,2022,"Navopache Electric Coop, Inc",Cooperative,40877.0,279490.0,39137.0,9458.0,76052.0,3465.0,12089.0,109967.0,541.0,14.625567998855058,12.436227844106664,10.993297989396819,87.03826728330394,NAVOPACHE ELECTRIC COOP INC,AZ_13318,AZ_2022,2.682771229892314,4.466347875778324,12.540721792761923,2.5206138133624356,2.397285813424532,0,0,0.0,0,1,"AZ,NM",41696761563.78125
AZ,13318,2023,"Navopache Electric Coop, Inc",Cooperative,40723.0,284702.0,39704.0,7766.0,65278.0,3600.0,11690.0,108125.0,398.0,14.303728108689086,11.896810564049144,10.811560693641619,85.47207670092014,NAVOPACHE ELECTRIC COOP INC,AZ_13318,AZ_2023,2.6605202101890577,4.448189734307812,12.559198298179986,2.4762703443659477,2.380615996220025,0,0,0.0,0,1,"AZ,NM",41696761563.78125
AZ,13318,2024,"Navopache Electric Coop, Inc",Cooperative,39512.0,294157.0,40076.0,7857.0,69447.0,3639.0,10577.0,104004.0,413.0,13.432282760566636,11.313663657177417,10.169801161493789,82.16056159962737,NAVOPACHE ELECTRIC COOP INC,AZ_13318,AZ_2024,2.5976609708168152,4.408675401035444,12.591868917391738,2.426011168458697,2.319422658393799,0,0,0.0,0,1,"AZ,NM",41696761563.78125
AZ,15048,2022,Electrical Dist No2 Pinal County,Political Subdivision,7869.0,63901.0,5034.0,11721.0,154889.0,976.0,4852.0,53603.0,15.0,12.31436127760129,7.567354686259192,9.051732179169075,130.26420341676598,ELECTRICAL DIST NO2 PINAL COUNTY,AZ_15048,AZ_2022,2.510766164827631,4.869564722033859,11.065090289695444,2.023843559385027,2.2029561404101554,0,0,0.0,1,1,AZ,19803346630.33203
