state,utility_number,utility_name,ownership,residential_customers,residential_price_cents_kwh,avg_monthly_bill_dollars,cum_dc_count,cum_dc_per_100k_customers,n_service_area_features,service_area_states_sampled,dc_group
SC,13524,"Newberry Electric Coop, Inc",Cooperative,12970.0,16.316978799837763,162.8437419686456,0,0.0,1,SC,low_dc
SC,7646,Greenwood CPW,Municipal,11753.0,9.038186074136185,73.37133781445873,0,0.0,1,SC,low_dc
TN,13216,Nashville Electric Service,Municipal,417640.0,13.47051055305614,137.50538741499858,6,1.436643999616895,1,TN,high_dc
TN,12470,Middle Tennessee E M C,Cooperative,307370.0,11.764107599061704,148.32747719903264,4,1.3013631779288806,1,TN,high_dc
TN,727,Appalachian Electric Coop,Cooperative,43709.0,12.928309540525783,157.9842442822607,1,2.2878583358118463,1,TN,high_dc
TN,10421,Knoxville Utilities Board,Municipal,193707.0,12.540330627502644,137.060526121066,0,0.0,1,TN,low_dc
TN,10906,City of Lenoir - (TN),Municipal,62455.0,11.954229797634754,145.9197288714541,0,0.0,1,TN,low_dc
TN,19574,Upper Cumberland E M C,Cooperative,45560.0,12.77002049247084,150.5688469417618,0,0.0,1,TN,low_dc
TN,9612,City of Jackson - (TN),Municipal,31856.0,11.971622168036955,127.79382219989954,0,0.0,1,TN,low_dc
TN,3855,Columbia Power System - (TN),Municipal,31166.0,12.004157411593576,130.6311364948983,0,0.0,1,TN,low_dc
TN,5148,City of Dickson,Municipal,30808.0,11.648854526011142,143.49357309789664,0,0.0,1,TN,low_dc
TN,12330,Meriwether Lewis Electric Coop,Cooperative,30319.0,13.68404863658183,161.40593907011007,0,0.0,1,TN,low_dc
TN,2960,"Caney Fork Electric Coop, Inc",Cooperative,29631.0,12.885981571358233,149.41558952898427,0,0.0,1,TN,low_dc
TN,3758,City of Cleveland - (TN),Municipal,29331.0,12.527198613611024,138.21838100758015,0,0.0,1,TN,low_dc
TN,577,City of Alcoa Utilities,Municipal,28183.0,12.211338560415697,148.14781960756486,0,0.0,1,TN,low_dc
TN,3812,City of Clinton - (TN),Municipal,26230.0,12.990454290221663,154.34934553310458,0,0.0,1,TN,low_dc
TN,8764,"Holston Electric Coop, Inc",Cooperative,25773.0,13.052061232785936,151.57011859956802,0,0.0,1,TN,low_dc
TN,6923,City of Gallatin - (TN),Municipal,23204.0,11.782333286927468,121.57745790955583,0,0.0,1,TN,low_dc
TN,11789,Maryville Utilities,Municipal,19971.0,11.277042480596903,125.50281241132977,0,0.0,1,TN,low_dc
TN,10968,City of Lexington - (TN),Municipal,17961.0,12.038844995021531,129.58632592840044,0,0.0,1,TN,low_dc
TN,18643,Tennessee Valley Electric Coop,Cooperative,16804.0,12.412296335735267,136.42089185114654,0,0.0,1,TN,low_dc
TN,4294,City of Cookeville - (TN),Municipal,15946.0,11.290410898896093,107.75429574815001,0,0.0,1,TN,low_dc
TN,13933,City of Oak Ridge,Municipal,15497.0,12.46952642771928,116.34509905142932,0,0.0,1,TN,low_dc
TN,12988,City of Morristown - (TN),Municipal,13459.0,12.743817768192159,133.5351809198306,0,0.0,1,TN,low_dc
TN,11222,Loudon Utilities Board,Municipal,12698.0,11.451275899550014,133.43964928860188,0,0.0,1,TN,low_dc
TN,3075,Carroll County - (TN),Municipal,12344.0,11.922013725854487,142.95744221214085,0,0.0,1,TN,low_dc
TN,16223,City of Rockwood - (TN),Municipal,12042.0,12.71123195742096,152.05115429330675,0,0.0,1,TN,low_dc
TN,947,Athens Utility Board,Municipal,11651.0,11.77138320110661,135.73226904700599,0,0.0,1,TN,low_dc
TN,17047,City of Shelbyville - (TN),Municipal,9877.0,11.325148985074854,125.54419358104688,0,0.0,1,TN,low_dc
TN,5509,City of Dyersburg,Municipal,9475.0,11.147846727704307,127.22075637642921,0,0.0,1,TN,low_dc
TN,8147,City of Harriman - (TN),Municipal,9335.0,13.438397264251378,148.74129619710766,0,0.0,1,TN,low_dc
TN,19266,Tullahoma Board-Public Utils,Municipal,9278.0,11.175778492430778,127.97298268304951,0,0.0,1,TN,low_dc
TN,4920,City of Dayton - (TN),Municipal,9053.0,11.979456928999511,128.61298280496337,0,0.0,1,TN,low_dc
TN,1578,Benton County,Municipal,8775.0,13.879527095704272,147.83475783475782,0,0.0,1,TN,low_dc
TN,17829,City of Springfield - (TN),Municipal,7675.0,11.465612264503928,123.10532030401737,0,0.0,1,TN,low_dc
TN,18384,City of Sweetwater,Municipal,7534.0,11.616318634817002,148.78108132023715,0,0.0,1,TN,low_dc
TN,12532,City of Milan - (TN),Municipal,6902.0,12.09010266121798,146.455133777649,0,0.0,1,TN,low_dc
TN,12186,McMinnville Electric System,Municipal,6646.0,11.832822085889571,116.08486307553416,0,0.0,1,TN,low_dc
TN,20793,City of Winchester - (TN),Municipal,5292.0,11.81140588856841,130.25951121189215,0,0.0,1,TN,low_dc
TN,19430,City of Union City,Municipal,5203.0,11.311426367086018,115.06182330706643,0,0.0,1,TN,low_dc
TN,27222,City of Ripley - (TN),Municipal,5106.0,12.347116184140903,133.29089959524742,0,0.0,1,TN,low_dc
TX,8620,"HILCO Electric Cooperative, Inc.",Cooperative,26883.0,14.909921676608755,215.85822514848292,27,100.43521928356209,1,TX,high_dc
TX,16604,City of San Antonio - (TX),Municipal,865914.0,12.432968896776979,133.09313434513513,17,1.9632434629766928,1,TX,high_dc
TX,1015,Austin Energy,Municipal,507291.0,12.577562641291703,104.84810493385453,11,2.168380673025936,1,TX,high_dc
TX,1175,"Bandera Electric Coop, Inc",Cooperative,35346.0,12.401152270639164,145.74727927724024,8,22.633395575171168,1,TX,high_dc
TX,16638,"San Bernard Electric Coop, Inc",Cooperative,31774.0,14.163224092800501,173.2711231405132,5,15.736136463775415,1,TX,high_dc
TX,1892,"Bluebonnet Electric Coop, Inc",Cooperative,113890.0,11.415535256836252,137.63016946176134,1,0.8780402142418122,1,TX,high_dc
TX,19490,United Electric Coop Service Inc - (TX),Cooperative,88324.0,12.998031604969906,168.46591337952688,1,1.132195099859608,1,TX,high_dc
TX,6958,City of Garland - (TX),Municipal,69421.0,13.475407562789377,146.98002045490557,1,1.440486308177641,1,TX,high_dc
TX,12452,Mid-South Electric Coop Assn,Cooperative,36267.0,14.08316759880891,176.70264979182176,1,2.7573275980919294,1,TX,high_dc
TX,1273,"Bartlett Electric Coop, Inc",Cooperative,11527.0,16.0872746165632,219.37118648969087,1,8.675284115554785,1,TX,high_dc
TX,14626,"Pedernales Electric Coop, Inc",Cooperative,405587.0,12.21822365768102,145.55079017161134,0,0.0,1,TX,low_dc
TX,11501,Magic Valley Electric Coop Inc,Cooperative,126402.0,10.201386399556808,132.08434201990477,0,0.0,1,TX,low_dc
TX,7752,Guadalupe Valley Elec Coop Inc,Cooperative,92189.0,12.486205657266078,149.48846030075893,0,0.0,1,TX,low_dc
TX,16613,Sam Houston Electric Coop Inc,Cooperative,86118.0,12.621721354208612,144.07653839305758,0,0.0,1,TX,low_dc
TX,18976,Trinity Valley Elec Coop Inc,Cooperative,79954.0,11.259310885568672,142.78460114565874,0,0.0,1,TX,low_dc
TX,5063,City of Denton - (TX),Municipal,58941.0,12.811958227720908,127.99296471612855,0,0.0,1,TX,low_dc
TX,2442,City of Bryan - (TX),Municipal,58284.0,11.384231601443515,128.4100267654931,0,0.0,1,TX,low_dc
TX,13418,City of New Braunfels - (TX),Municipal,53975.0,13.175949261429285,138.91462096649684,0,0.0,1,TX,low_dc
TX,19579,Upshur Rural Elec Coop Corp,Cooperative,44415.0,12.396459838605605,145.98483995647118,0,0.0,1,TX,low_dc
TX,3940,City of College Station - (TX),Municipal,42995.0,14.566872515897217,135.46536418963447,0,0.0,1,TX,low_dc
TX,3282,"Central Texas Elec Coop, Inc",Cooperative,39569.0,11.027817039654495,118.3074713369894,0,0.0,1,TX,low_dc
TX,20927,"Wood County Electric Coop, Inc",Cooperative,35793.0,12.826208986148648,137.78299295020443,0,0.0,1,TX,low_dc
TX,12268,"Medina Electric Coop, Inc",Cooperative,30205.0,12.096339104255678,136.45809192738508,0,0.0,1,TX,low_dc
TX,7129,City of Georgetown - (TX),Municipal,29904.0,13.871632866917341,125.42329900124844,0,0.0,1,TX,low_dc
TX,28978,City of San Marcos - (TX),Municipal,22261.0,12.028855120510388,109.61247622898043,0,0.0,1,TX,low_dc
TX,3470,Cherokee County Elec Coop Assn - (TX),Cooperative,22026.0,14.916409900306027,161.72931989466994,0,0.0,1,TX,low_dc
TX,19806,"Victoria Electric Coop, Inc",Cooperative,21500.0,12.132498280193117,151.0717054263566,0,0.0,1,TX,low_dc
TX,8898,Houston County Elec Coop Inc,Cooperative,21426.0,16.60096423975495,142.49432154080714,0,0.0,1,TX,low_dc
TX,28604,Kerrville Public Utility Board,Municipal,20278.0,8.709696598758416,102.34079626524641,0,0.0,1,TX,low_dc
TX,16146,"Navasota Valley Elec Coop, Inc",Cooperative,19672.0,15.754613767238315,148.23141182052325,0,0.0,1,TX,low_dc
TX,7979,Hamilton County Elec Coop Assn,Cooperative,19594.0,13.69407507445114,134.5505426831343,0,0.0,1,TX,low_dc
TX,27369,Taylor Electric Coop Inc - (TX),Cooperative,18722.0,15.374775621131036,163.17255991169034,0,0.0,1,TX,low_dc
TX,55982,Heart of Texas Electric Coop,Cooperative,18722.0,12.623769605981831,192.37617063704022,0,0.0,1,TX,low_dc
TX,13332,"Navarro County Elec Coop, Inc",Cooperative,18435.0,14.253908967739573,175.96058222583852,0,0.0,1,TX,low_dc
TX,13830,Nueces Electric Cooperative,Cooperative,18038.0,13.687331654280309,173.4888383782385,0,0.0,1,TX,low_dc
TX,6427,City of Floresville,Municipal,15797.0,12.374172236662954,168.75936359224326,0,0.0,1,TX,low_dc
TX,9590,"Jackson Electric Coop, Inc - (TX)",Cooperative,15620.0,13.417350975470688,121.77763551002988,0,0.0,1,TX,low_dc
TX,7634,City of Greenville - (TX),Municipal,15165.0,14.949863743016172,156.15452247499726,0,0.0,1,TX,low_dc
TX,20230,Weatherford Mun Utility System,Municipal,14466.0,12.687310725977843,148.90663164201115,0,0.0,1,TX,low_dc
TX,6183,"Fayette Electric Coop, Inc",Cooperative,14150.0,12.542758057452627,124.81743227326267,0,0.0,1,TX,low_dc
TX,10009,Karnes Electric Coop Inc,Cooperative,13222.0,9.902998959623911,144.5822618867544,0,0.0,1,TX,low_dc
TX,4146,Concho Valley Elec Coop Inc,Cooperative,12060.0,12.725345966837052,119.89980652294086,0,0.0,1,TX,low_dc
TX,16627,San Patricio Electric Coop Inc,Cooperative,10007.0,13.990204875130852,155.8117650977649,0,0.0,1,TX,low_dc
TX,1591,"Big Country Electric Coop, Inc",Cooperative,9449.0,13.721774330329378,107.02543479027763,0,0.0,1,TX,low_dc
TX,16900,City of Seguin - (TX),Municipal,8478.0,10.886446886446887,109.54824251002594,0,0.0,1,TX,low_dc
TX,4295,Comanche County Elec Coop Assn,Cooperative,7359.0,15.515700411130311,176.92621280065225,0,0.0,1,TX,low_dc
TX,2194,City of Brenham - (TX),Municipal,6059.0,10.578108941418295,113.24751059030643,0,0.0,1,TX,low_dc
TX,17693,"Southwest Texas Elec Coop, Inc",Cooperative,5886.0,13.546353491446146,75.44738928530977,0,0.0,1,TX,low_dc
TX,20472,"Wharton County Elec Coop, Inc",Cooperative,5548.0,13.369077845605315,148.68721461187215,0,0.0,1,TX,low_dc
UT,15444,Provo City Corp,Municipal,35299.0,11.389146001882196,69.42547947533924,0,0.0,1,UT,low_dc
UT,10879,Lehi City Corporation,Municipal,27459.0,10.947206958671583,88.15294317588648,0,0.0,1,UT,low_dc
UT,11135,City of Logan - (UT),Municipal,19455.0,12.82035309878745,64.35492161398098,0,0.0,1,UT,low_dc
UT,13137,City of Murray - (UT),Municipal,17000.0,11.0574228033192,68.65196078431373,0,0.0,1,UT,low_dc
UT,2010,City of Bountiful,Municipal,15709.0,12.968266013161331,110.60326352197255,0,0.0,1,UT,low_dc
UT,17732,Spanish Fork City Corporation,Municipal,13988.0,10.09554808903822,80.19373748927653,0,0.0,1,UT,low_dc
UT,17845,City of Springville - (UT),Municipal,10852.0,12.747534612581976,100.75254945324978,0,0.0,1,UT,low_dc
VA,11560,City of Manassas - (VA),Municipal,13947.0,11.633463737586519,115.49078654907866,4,28.680002868000283,1,VA,high_dc
VA,8198,City of Harrisonburg - (VA),Municipal,18089.0,11.358612898472419,106.53343652680267,1,5.528221571120571,1,VA,high_dc
VA,21244,"Southside Electric Coop, Inc",Cooperative,56846.0,15.477798378334743,171.4528433545603,0,0.0,1,VA,low_dc
VA,3291,Central Virginia Electric Coop,Cooperative,34893.0,16.1426176967125,191.13910144346048,0,0.0,1,VA,low_dc
VA,84,A & N Electric Coop,Cooperative,33096.0,13.021379621427446,120.66035170413342,0,0.0,1,VA,low_dc
VA,16558,City of Salem - (VA),Municipal,11298.0,15.1148803079514,139.0179677819083,0,0.0,1,VA,low_dc
VA,15410,Prince George Electric Coop,Cooperative,10954.0,13.048134601316752,169.61840423589555,0,0.0,1,VA,low_dc
VA,19882,Virginia Tech Electric Service,State,5660.0,17.17558109069132,135.12367491166077,0,0.0,1,VA,low_dc
